query_number,unnormalized_cardinality,normalized_cardinality
988,46736963,0.7685472626915937
989,87944,0.49543994268431807
990,413,0.2621343219333737
991,150,0.2180577592819524
992,4189400,0.6635804373142076
993,1525015,0.6196021848907555
994,1274246,0.6117840160974867
995,13951,0.4153150055206528
996,1019997,0.6020986509134458
997,1793656,0.6266632162225078
998,2361,0.3380050123010545
999,113106,0.5063904151385585
1000,44853506,0.766757170481363
1001,30067,0.4487322342202617
1002,108,0.2037615959105469
1003,35431607,0.7564955035261521
1004,2930362,0.6480253787938595
1005,74,0.18730854171996728
1006,520584,0.5728276206795009
1007,1649812,0.6230252618236898
1008,718,0.2862012766928501
1009,106159,0.5036318571729128
1010,1302,0.31210322151257064
1011,1098747,0.6053351905770651
1012,235571720,0.8389383522207938
1013,390589,0.5603248165535523
1014,5660012,0.6766739283012195
1015,2,0.03016506134932458
1016,22039208,0.7358335067541315
1017,3858632,0.6600012267497611
1018,2592293,0.6426906844834677
1019,3167448,0.6514111667247925
1020,27172099,0.7449449731988794
1021,20500552,0.7326839840465968
1022,18,0.12578604349058972
1023,7,0.08468403345319594
1024,3279323,0.6529217447191117
1025,442855,0.5657902155115921
1026,742566,0.5882838448267784
1027,15511,0.41992794211780055
1028,4117203,0.662823926081348
1029,5919,0.3780025387475165
1030,17,0.12329856736940105
1031,1263686,0.6114218605097365
1032,2186458,0.6352811452725995
1033,609749,0.5797078040785003
1034,101096,0.5015051971282336
1035,939,0.297879418175412
1036,15,0.11785159450163021
1037,16911067,0.724307295306013
1038,723318,0.5871409146112414
1039,5680273,0.6768294339311861
1040,3434613,0.654935248751964
1041,4,0.06033012269864916
1042,8651,0.3945183156130739
1043,3379892,0.6542363121353728
1044,4,0.06033012269864916
1045,3058,0.34926232256024303
1046,204832488,0.8328534017355705
1047,676155,0.5842065765955784
1048,77744,0.4900749714351918
1049,43,0.16368360922326647
1050,69165,0.48498645224008885
1051,2304759,0.6375743012480649
1052,493795,0.5705284776122224
1053,4827450,0.6697497256385176
1054,8001443,0.6917400217588582
1055,2339360,0.6382227894728587
1056,132801,0.5133763582108481
1057,113196558,0.8070437388905226
1058,1274246,0.6117840160974867
1059,1085696,0.604815174240085
1060,23,0.1364535239219305
1061,2130031,0.6341432827048937
1062,89,0.19534089622697354
1063,70131,0.4855900591331954
1064,3937234,0.6608788188306172
1065,3445963,0.6550788242087715
1066,3026,0.3488045249456992
1067,810422,0.592089290353341
1068,799,0.29085308085053135
1069,93925258,0.7989219465999048
1070,11395781,0.7071292615493662
1071,55020,0.47502938699060315
1072,14320684,0.7170716838679324
1073,3821525,0.6595806958880676
1074,91,0.19630802457039934
1075,3198884,0.6518409507552708
1076,21511,0.434159302047929
1077,141992727,0.8169073201480361
1078,2294388,0.6373780317431351
1079,19521327,0.7305539798900055
1080,2106306,0.6336558339019265
1081,36024322,0.7572174855036067
1082,305116,0.5495772017421793
1083,39237,0.46031663773399734
1084,1967792,0.6306955158998565
1085,41885384,0.7637776509766496
1086,99,0.19997494915125247
1087,2544662,0.6418836257672687
1088,12612,0.41092383343227695
1089,2841425,0.6466841115963499
1090,7521848,0.6890501112448036
1091,163578,0.5224473758423973
1092,689964,0.5850864034989093
1093,3,0.04781049107063258
1094,2478341,0.6407343569722266
1095,57583,0.47701083375737435
1096,467,0.2674820071849035
1097,569220,0.5767145511644489
1098,431436,0.5646533593774556
1099,62775861,0.7813868980120244
1100,30530824,0.7500169420420856
1101,8345,0.3929510941016717
1102,11661,0.4075119972269699
1103,195961,0.530308023694616
1104,9639324,0.6998445222445149
1105,141856,0.5162469005132312
1106,2766,0.344894806275049
1107,2101276,0.6335517833589327
1108,7299978,0.6877471303084813
1109,155226314,0.8207852230571759
1110,1411230,0.6162276104935691
1111,5996434,0.6791866686296205
1112,27462,0.44478832652234934
1113,366454,0.5575490515072793
1114,18886765,0.7291158450894584
1115,7686,0.3893711325781001
1116,16,0.12066024539729832
1117,1292885,0.612415978085207
1118,185594,0.5279425855220069
1119,1086937,0.6048648900140191
1120,238004,0.5387668879182448
1121,58914,0.4780053020924189
1122,7029930,0.6861067002075797
1123,2891180,0.6474395592305948
1124,8501,0.3937571199404169
1125,18100361,0.7272650031626244
1126,9713013,0.7001759432963128
1127,109,0.20416269538043294
1128,15415789,0.7202784811197458
1129,2912,0.34713333131702223
1130,1568877,0.62083620184598
1131,1,0.0
1132,7444655,0.6886011899766632
1133,12377195,0.7107244722256206
1134,65,0.181665094548201
1135,2350055,0.6384212945509204
1136,372780,0.5582938977018544
1137,3139,0.3504000467834381
1138,8579141,0.6947738124797354
1139,4109355,0.6627408932763008
1140,23,0.1364535239219305
1141,2550,0.34135632665135346
1142,151,0.21834692303298278
1143,1602,0.32112693971756323
1144,5905071,0.6785185005149988
1145,1208402,0.6094750813237747
1146,8189474,0.6927508707510343
1147,192317,0.5294911459142774
1148,992990,0.6009308463141032
1149,792875,0.5911366806866348
1150,500278,0.5710961171637943
1151,43,0.16368360922326647
1152,55062877,0.7756817824002927
1153,2391817,0.6391878638800785
1154,610248,0.5797434041241315
1155,480296,0.5693222240250256
1156,2353413,0.6384834345610155
1157,43026,0.4643284094166333
1158,3415,0.3540675315208661
1159,59020,0.47808353251944413
1160,16935160,0.7243692521716129
1161,19752,0.4304467114064112
1162,1274246,0.6117840160974867
1163,182326,0.5271694621176335
1164,21465639,0.7346859294848693
1165,869551,0.5951539793484375
1166,16045,0.42140096508300146
1167,3,0.04781049107063258
1168,9745109,0.7003195117856709
1169,46,0.16661858527125506
1170,7450433,0.6886349531480621
1171,225937,0.5365025394154123
1172,1366388,0.6148223432006132
1173,259120,0.5424661667312508
1174,719854,0.5869319997327308
1175,34299,0.4544631611266808
1176,1152,0.30677641158653723
1177,2861593,0.6469919116196102
1178,15,0.11785159450163021
1179,7508267,0.6889714649419355
1180,21120,0.43336099095688957
1181,106330,0.5037019007793276
1182,490511,0.5702380864633114
1183,54,0.17359653456122232
1184,2272954,0.6369695697712894
1185,1274246,0.6117840160974867
1186,86536,0.4947375577670811
1187,1060799,0.6038055834904767
1188,262,0.24232869768645238
1189,4706589,0.6686463045697248
1190,34890,0.4552066418922468
1191,3624263,0.6572742506265546
1192,9297425,0.6982728993319179
1193,2550704,0.6419868339870848
1194,1035,0.30211560949419325
1195,22069968,0.7358942036112962
1196,2955329,0.6483945945753925
1197,1010816,0.601705162672076
1198,998259,0.6011611560986286
1199,1449,0.3167585395163916
1200,12073610,0.7096437397215735
1201,1257642,0.6112132170919558
1202,19897165,0.7313838738252942
1203,2061385,0.6327176683769163
1204,48113797,0.7698107765813618
1205,29669,0.4481523222041795
1206,2540888,0.6418190346503437
1207,21537017,0.7348303996739867
1208,253317,0.5414804788801015
1209,590310,0.5782978075034914
1210,28607950,0.7471859387574693
1211,11059,0.4052052575976833
1212,6337107,0.6815914143829463
1213,2077,0.3324275882200509
1214,3817896,0.6595393497163281
1215,43084,0.4643870344654751
1216,9640,0.39922907975676436
1217,55929,0.47574250097975007
1218,1231412,0.6102959648189112
1219,6470556,0.6824983362986339
1220,74401,0.4881622252473236
1221,5557176,0.6758759665184854
1222,171670240,0.8251672055185422
1223,926,0.29727270937056416
1224,3405656,0.6545667875818835
1225,14061790,0.716277735007257
1226,1009925,0.601666785247529
1227,719681,0.586921539710098
1228,3520403,0.6560089150218869
1229,487741,0.5699916307259071
1230,1816415,0.6272119376677183
1231,627161,0.5809331197688731
1232,57369295,0.7774675177529422
1233,440531,0.5655612366663026
1234,2188849,0.6353287094330566
1235,1177602,0.608351479537752
1236,481054,0.5693908512617738
1237,714775,0.5866238589586229
1238,319,0.2508952617618634
1239,11168,0.4056320904880877
1240,28388630,0.7468510193370163
1241,237089,0.5385992579174858
1242,299040,0.5487018309284226
1243,1087677,0.6048945081896691
1244,1924468,0.6297266729391329
1245,95822163,0.7997920941774257
1246,37460636,0.7589189191039374
1247,20944,0.4329968132298826
1248,9348982,0.6985135584570156
1249,220101,0.5353636620659948
1250,307,0.24922659788452983
1251,933,0.29760044937131597
1252,9255825,0.6980777429269084
1253,10309363,0.7027690645710439
1254,233335,0.5379046771329529
1255,118,0.20761534982950236
1256,1286004,0.6121837425431497
1257,5787495,0.6776432502774659
1258,1250614,0.6109693406910712
1259,1,0.0
1260,24598707,0.740614973762675
1261,126,0.2104700769437857
1262,2,0.03016506134932458
1263,774118,0.5900947812263408
1264,301,0.2483676426764624
1265,81,0.19124196428253032
1266,433669,0.5648780213734462
1267,9123452,0.6974508588404046
1268,4509020,0.6667800535518326
1269,243432,0.5397482480881939
1270,3029927,0.649479459556094
1271,742689,0.5882910527945624
1272,827091,0.5929753205822101
1273,13947885,0.7159237817931718
1274,77105179,0.7903343938192802
1275,11,0.10435396700998731
1276,1179391,0.6084175429312986
1277,264782,0.5434068544313057
1278,3,0.04781049107063258
1279,1274246,0.6117840160974867
1280,183,0.22671154670494698
1281,267031,0.5437749341112511
1282,27741299,0.7458471899269035
1283,54952,0.47497556799454055
1284,3351,0.35324420959503927
1285,125771922,0.8116282186632451
1286,623,0.2800249296801695
1287,6279017,0.6811906517286994
1288,331197,0.5531466868256536
1289,180,0.22599220827091196
1290,1776,0.32561421683857356
1291,1,0.0
1292,9742,0.3996871312880969
1293,124,0.20977375833806675
1294,7357451,0.6880884151831882
1295,164911,0.5228005756430303
1296,21300,0.43373031977396787
1297,1659268,0.6232739814900459
1298,10178,0.4015924835016235
1299,242913,0.5396553660333313
1300,6,0.07797555241995716
1301,174603,0.5252858965784533
1302,6,0.07797555241995716
1303,15369877,0.720148677522589
1304,35943689,0.7571199680735701
1305,49062,0.47004159127720424
1306,2269807,0.6369092741643366
1307,2420446,0.6397056741925349
1308,1808399,0.6270194595169746
1309,1835008,0.6276551377410384
1310,2429483,0.639867854512012
1311,611930,0.5798631886039738
1312,2,0.03016506134932458
1313,324600,0.5522710975049965
1314,313416,0.5507452229711821
1315,1342773,0.614063638312389
1316,9396653,0.6987349004364509
1317,37381,0.458207811096669
1318,53067,0.4734565460780436
1319,2145822,0.6344647209803282
1320,3495114,0.6556951658388057
1321,318775,0.55148305006418
1322,2157905,0.6347090865129685
1323,24600,0.43999876688210293
1324,8164,0.39199679622622446
1325,2196840,0.6354872982382909
1326,154,0.21920306181250784
1327,461797,0.5676129210438341
1328,2677141,0.6440922839568516
1329,601607,0.5791227788552626
1330,1287033,0.612218550466512
1331,2636554,0.6434274586811829
1332,42,0.1626595858731531
1333,16060,0.4214416306998057
1334,12679125,0.711773335186968
1335,6180931,0.6805054656775357
1336,29,0.14654129475187608
1337,3478012,0.6554816996935627
1338,135535,0.5142631942730037
1339,20,0.13037122612964677
1340,108652,0.5046420261071676
1341,6793,0.383996197600026
1342,1433,0.3162753258422205
1343,16819208,0.7240702607563422
1344,10106,0.4012835326006314
1345,145747,0.5174245147994938
1346,8212042,0.6928706324925883
1347,645,0.28153520372489665
1348,1129120,0.6065218718420884
1349,144,0.2162812275385635
1350,3085879,0.6502757706735576
1351,162858642,0.8228740670813862
1352,23612720,0.7388346847565073
1353,1655,0.322543402593356
1354,15313530,0.7199888408413843
1355,15388371,0.7202010108150961
1356,5900815,0.6784871234873533
1357,731955,0.5876574883149227
1358,4798120,0.6694845120951403
1359,1,0.0
1360,63667267,0.7820005134316077
1361,39,0.15943448218783599
1362,7320605,0.687869925232205
1363,1011354,0.601728319196175
1364,280306,0.5458863493368615
1365,143567,0.5167686655726967
1366,48851757,0.7704731951099785
1367,3761,0.35826743496856017
1368,1465,0.31723644668744283
1369,54,0.17359653456122232
1370,161050504,0.8223881953622444
1371,6,0.07797555241995716
1372,11954185,0.7092111326087016
1373,680363,0.5844765744486532
1374,565980,0.5764661334541263
1375,268050,0.5439406880764647
1376,57791271,0.7777864472232578
1377,16385,0.4223135149975007
1378,3844,0.3592173939774843
1379,4544210,0.667118372753803
1380,31720191,0.7516800906175151
1381,18417760,0.7280215168930477
1382,56,0.17517921750116972
1383,1190546,0.6088272228985259
1384,37,0.15714348037064269
1385,1194168,0.608959419784832
1386,1647983,0.6229769894291599
1387,1117600,0.6060755829461731
1388,33229,0.4530839047883115
1389,705019,0.5860257751599853
1390,919315,0.5975758909508145
1391,10434,0.40267354627173013
1392,289461,0.5472849933275346
1393,16236638,0.7225361611543647
1394,145,0.2165823981828737
1395,401,0.26085111394974647
1396,3312722,0.6533627316959247
1397,1,0.0
1398,36929,0.45767838508254505
1399,723936,0.58717808118187
1400,68,0.18362869006805022
1401,11245281,0.7065506929625135
1402,399,0.2606335185743381
1403,174,0.22451684717183323
1404,25974548,0.7429834185448008
1405,305,0.24894215906531203
1406,292,0.24704656025882082
1407,43123,0.4644264103980106
1408,1977695,0.6309139778578857
1409,10598,0.4033522509220515
1410,32372,0.4519467912827745
1411,12673062,0.7117525199722846
1412,22538621,0.7368086487206138
1413,1123900,0.6063202140626308
1414,7755803,0.6903830753215112
1415,7112129,0.6866126035254515
1416,17,0.12329856736940105
1417,10304,0.40212792547107395
1418,801923,0.5916304911828391
1419,14429465,0.717401008160136
1420,73774,0.48779392335983235
1421,176075,0.5256512478197889
1422,347710,0.5552641219226185
1423,15126246,0.7194533236074012
1424,481,0.2687674714878461
1425,23909157,0.7393776264637573
1426,38647,0.4596572804340107
1427,413666,0.5628229380645007
1428,34,0.15346362871872563
1429,3567050,0.6565817750829106
1430,3215505,0.6520664845228337
1431,974018,0.6000913298745004
1432,54660,0.47474370335362737
1433,116,0.20687141745052523
1434,738091,0.5880207885642794
1435,14524145,0.717685628429005
1436,2903811,0.6476292710567784
1437,18,0.12578604349058972
1438,59971,0.47877917228054684
1439,9280336,0.6981928362786299
1440,923828,0.5977890068828616
1441,17526,0.4252431786694552
1442,2022,0.33125965077034003
1443,794571,0.5912296705907367
1444,9976778,0.7013419761541501
1445,187995,0.5285019730855562
1446,17449229,0.7256706234353986
1447,17200279,0.7250452617362114
1448,3101431,0.6504945438305436
1449,133,0.21282302750370552
1450,41826111,0.7637160226137965
1451,40004,0.46115913350079923
1452,1345374,0.6141478546248096
1453,2526978,0.641580137018322
1454,11513909,0.707578054715164
1455,9451286,0.6989871910804795
1456,266453,0.5436806333155937
1457,102338,0.5020365856887082
1458,266374,0.543667728564918
1459,178,0.2255059575762981
1460,700468,0.5857439431824949
1461,572824,0.5769892217384225
1462,9,0.09562098214126516
1463,134455885,0.814533808433187
1464,224,0.23550934019981884
1465,9901870,0.7010139925292161
1466,1425,0.3160316919831374
1467,17752,0.4258007740563128
1468,2171877,0.6349899548619344
1469,604100,0.5793027446060836
1470,21542832,0.7348421482247265
1471,48,0.1684707364679309
1472,2813791,0.6462588004544806
1473,1703,0.3237876274543312
1474,20918,0.432942754955537
1475,147,0.21717855797702446
1476,5126154,0.6723624876339441
1477,12670688,0.7117443669507856
1478,102445,0.5020820634066473
1479,269247,0.544134593162583
1480,1,0.0
1481,683373,0.5846686825338094
1482,514397,0.5723073112942901
1483,22925,0.436929876652319
1484,12494618,0.7111353926256988
1485,20373717,0.7324138997984857
1486,1870752,0.6284946906652699
1487,887235,0.5960301426549519
1488,659015,0.5830891812500367
1489,3049296,0.6497567719894117
1490,73,0.18671643756017167
1491,895,0.2957908654792171
1492,3,0.04781049107063258
1493,138019,0.5150535620146482
1494,34596,0.4548383761187495
1495,15,0.11785159450163021
1496,100520,0.5012565362756929
1497,3515245,0.655945105416336
1498,1244469,0.6107549793251855
1499,42138,0.46342083676252427
1500,1905665,0.6292993801856938
1501,1440214,0.6171123535839644
1502,496765,0.5707894446834463
1503,410,0.2618170496818236
1504,773084,0.5900366134672685
1505,28557654,0.7471093601419431
1506,9734625,0.7002726679143246
1507,1224837,0.6100629770347065
1508,36660,0.457360221798613
1509,8349426,0.6935926638127697
1510,1274246,0.6117840160974867
1511,3304867,0.653259418606176
1512,290,0.2467474595321983
1513,601626,0.5791241532535778
1514,16006,0.4212950562982574
1515,27583753,0.7455993361896271
1516,903904,0.5968401734730906
1517,7,0.08468403345319594
1518,3679514,0.6579326807168345
1519,154778,0.520040858315704
1520,1132106,0.6066368075123858
1521,131759,0.5130335473834519
1522,138,0.21442907634188765
1523,1699,0.32368528999525736
1524,100094515,0.8016904307849985
1525,1894,0.32841367778923514
1526,449,0.2657714338845857
1527,39838,0.46097817205638525
1528,21238025,0.7342220056433348
1529,26,0.14178905246652798
1530,45,0.16566208557226278
1531,162031,0.5220338468830309
1532,129120,0.512153058593538
1533,348321,0.5553405268709865
1534,27825240,0.7459786730070249
1535,4300983,0.6647243806301494
1536,1163985,0.6078453230797498
1537,751467,0.5888023970454108
1538,48,0.1684707364679309
1539,8101208,0.6922792779388897
1540,35182975,0.756189043966639
1541,723,0.2865032833484256
1542,602,0.278532704025787
1543,20938567,0.7336040170191664
1544,61133040,0.7802328551549335
1545,1429100,0.6167752190551539
1546,63771,0.48145286681815364
1547,262,0.24232869768645238
1548,28421208,0.7469009318760995
1549,91330,0.49708404954855023
1550,8370000,0.6936997679726041
1551,202236,0.5316797278284532
1552,11906789,0.7090382454081915
1553,127199,0.5115007344634753
1554,205803,0.5324406167230935
1555,225,0.23570318900326043
1556,1476939,0.6182081611375092
1557,1281573,0.6120335364839868
1558,1002349,0.6013390948994709
1559,15071506,0.7192955481666151
1560,4709454,0.6686727874339602
1561,343036,0.5546751620510738
1562,3336038,0.6536679593775272
1563,370833,0.5580660058917724
1564,571138,0.5768609428955016
1565,164111,0.5225889469000154
1566,4659,0.3675855438056292
1567,88856,0.49588892080447594
1568,138672,0.5152589749090656
1569,2381180,0.6389938925854797
1570,3002793,0.6490879770784764
1571,12670688,0.7117443669507856
1572,699,0.2850341485866373
1573,4434889,0.6660586285658072
1574,320659,0.551739495620387
1575,6464,0.38183572594993276
1576,21318452,0.7343864979027283
1577,12670688,0.7117443669507856
1578,56579,0.4762453568584762
1579,681850,0.5845715856628052
1580,662213,0.5832998549323357
1581,3746419,0.6587168829009904
1582,175871,0.5256007976154093
1583,5761,0.3768250697410009
1584,4086471,0.662497869320588
1585,2595968,0.642752336082907
1586,1190424,0.6088227631060014
1587,31785949,0.7517702148921137
1588,95475019,0.7996341475652309
1589,3011766,0.6492178273756908
1590,3744598,0.6586957247399066
1591,559185,0.5759404948248663
1592,65108,0.4823558373503923
1593,927775,0.5979745430822168
1594,1274246,0.6117840160974867
1595,14,0.11484909480252052
1596,22146,0.4354253764079783
1597,202541827,0.8323639830984628
1598,30,0.1480166558509548
1599,13007,0.41226591245077
1600,32712991,0.7530212960668856
1601,200,0.23057739090996898
1602,133973517,0.814377400916612
1603,1461684,0.6177563249741461
1604,1362404,0.6146952688342956
1605,5453192,0.6750539390216018
1606,30632871,0.7501621584461462
1607,48093,0.4691734672634655
1608,22,0.1345190283593119
1609,71951,0.48670503336097737
1610,138617,0.5152417110134597
1611,1052228,0.6034525323830785
1612,331,0.2525022991623584
1613,400437,0.5614084651384578
1614,323,0.2514375614199106
1615,13455840,0.7143608117718251
1616,8147427,0.6925268568112818
1617,3538848,0.6562363356063973
1618,8425394,0.6939868346962456
1619,503332,0.5713609758014084
1620,1092,0.3044486383396811
1621,465,0.2672952301410478
1622,14806659,0.7185240031697654
1623,2574060,0.6423835103754653
1624,754670,0.5889874951038517
1625,71025,0.48614131437253844
1626,433559077,0.865485483467011
1627,15471846,0.720436443772948
1628,482,0.2688578536271176
1629,26698,0.44356045688713275
1630,3649323,0.6575741274863982
1631,6963,0.3850718887921924
1632,22254183,0.7362559430103569
1633,349314,0.5554644150953735
1634,4902610,0.6704220651568777
1635,280503,0.5459169238828576
1636,344709,0.5548868899576138
1637,10502715,0.7035777031678366
1638,2651,0.34304675928778033
1639,611169,0.5798090344407953
1640,2660732,0.6438247222277841
1641,1073704,0.604331813097007
1642,2511,0.3406855999219479
1643,36174,0.4567794342450046
1644,1857471,0.6281846351364707
1645,24,0.13830567511860634
1646,2846661,0.6467642318571081
1647,1513041,0.6192591372196848
1648,1656965,0.6232135368607186
1649,3502095,0.655782002213427
1650,1774819,0.626203762408853
1651,12216494,0.7101557373888068
1652,10204622,0.7023246592975033
1653,234863,0.5381887332129678
1654,427,0.2635850890875103
1655,1636369,0.622669207807862
1656,392704,0.5605598317413024
1657,3203732,0.6519068550908654
1658,1134591,0.6067322280468479
1659,1487773,0.6185262269570085
1660,29744,0.4482621946416924
1661,45945,0.467185014912055
1662,90067,0.4964780266756556
1663,6690,0.3833312799119908
1664,953509,0.5991652058460616
1665,596677,0.5787646837730852
1666,904776,0.596882136183301
1667,168,0.22298970857180225
1668,108264382,0.8051049880766172
1669,5070101,0.671883999363931
1670,97,0.19908677578476985
1671,382939,0.5594640045715088
1672,4297003,0.6646840908296426
1673,144750,0.5171257950342528
1674,2465838,0.6405142520682399
1675,78,0.18959954353716055
1676,1260916,0.611326362181518
1677,40530,0.46172762162545355
1678,108,0.2037615959105469
1679,12,0.10814061376928175
1680,1190,0.3081887656029192
1681,19109,0.4290064365264025
1682,29568,0.4480039209790879
1683,412497,0.5626997814314014
1684,400,0.26074245225929354
1685,16991,0.4238940161471948
1686,30,0.1480166558509548
1687,192321,0.529492051055931
1688,533,0.2732348760187048
1689,2205835,0.635665123678276
1690,12,0.10814061376928175
1691,17,0.12329856736940105
1692,62338,0.48046379563355246
1693,9021188,0.6969603037733566
1694,154035,0.5198314457079806
1695,68379,0.4844890653078967
1696,1776818,0.6262527507818401
1697,2869002,0.6471044417618373
1698,722711,0.5871043786564404
1699,966,0.2991131097950836
1700,231,0.23684849153381582
1701,9,0.09562098214126516
1702,3082846,0.6502329763877458
1703,10071,0.401132552179129
1704,1415687,0.616364837213888
1705,21866280,0.7354906935799571
1706,189629,0.5288785935564445
1707,506277,0.5716148637374538
1708,4492,0.3659969791971439
1709,4702262,0.6686062770129388
1710,1152708,0.6074216437545399
1711,1539843,0.620023284031942
1712,28067,0.44573666081417207
1713,367622,0.5576875391208059
1714,19725,0.4303871824268805
1715,485199,0.5697642261375354
1716,16773187,0.723951020170202
1717,11461,0.4067591199705436
1718,7748435,0.6903417127080992
1719,422830,0.5637764965487269
1720,22,0.1345190283593119
1721,552862,0.5754455993682758
1722,2586,0.34196641586369686
1723,143028,0.5166049728337688
1724,1,0.0
1725,899395,0.5966225417773154
1726,2090311,0.6333240954914833
1727,1201791,0.6092363413328162
1728,7,0.08468403345319594
1729,15278341,0.7198887233808963
1730,129891,0.5124121459380004
1731,109,0.20416269538043294
1732,2818668,0.646334164390567
1733,56467254,0.7767778143102135
1734,63,0.1803050155944611
1735,2,0.03016506134932458
1736,484323,0.569685584001053
1737,385,0.2590791038941809
1738,27981306,0.7462220799911351
1739,35,0.15472513688419356
1740,114331,0.50685921547832
1741,111888,0.5059192324330347
1742,1081567,0.6046493520910777
1743,189656,0.5288847894913286
1744,26101850,0.7431961853644067
1745,86826,0.4948831550404479
1746,726,0.28668348643993175
1747,2010943,0.6316395151002389
1748,5,0.07004110343099762
1749,731,0.2869821765926675
1750,13376,0.41348332915644437
1751,66698,0.48340584329781267
1752,224912,0.5363046592565054
1753,9,0.09562098214126516
1754,2578140,0.6424524352982306
1755,200341,0.5312700219357869
1756,8155629,0.6925706452568715
1757,1524,0.3189547160968494
1758,25771298,0.7426415445682396
1759,83341,0.49310037847505683
1760,14946666,0.718933571338914
1761,6003621,0.6792387968870994
1762,99214,0.5006874133054887
1763,9481,0.39850530191912426
1764,1761339,0.6258719679858838
1765,2892583,0.6474606725218326
1766,4763,0.3685463075932977
1767,22253129,0.7362538818205199
1768,5605381,0.6762518384060504
1769,5116993,0.672284644853295
1770,1028500,0.6024599343810176
1771,9406,0.3981596736046865
1772,1980,0.33034617528089927
1773,3430125,0.6548783454207984
1774,941151,0.5985974889613782
1775,1577979,0.6210879521013399
1776,223427,0.5360163687968613
1777,199076,0.5309943616641641
1778,13,0.1116239911172034
1779,1553487,0.6204071919073014
1780,347,0.25455667394720366
1781,7230604,0.6873315779287317
1782,64101,0.4816774866995956
1783,487,0.2693069699393618
1784,3346065,0.6537985665185043
1785,779,0.28974987895201093
1786,23352154,0.7383517841084543
1787,7421510,0.6884656812280179
1788,4141386,0.6630787934946933
1789,4210919,0.6638034019597538
1790,383861,0.559568659039347
1791,170339,0.5242099220536217
1792,3784432,0.6591562226793264
1793,2362469,0.6386505754722259
1794,1878221,0.6286680948080371
1795,232749,0.5377952456214405
1796,10926366,0.7052986602020903
1797,2414214,0.639593479969529
1798,2420350,0.6397039481034765
1799,14360723,0.7171931882103769
1800,1273184,0.6117477307713909
1801,3021251,0.6493546670057759
1802,11171678,0.7062649147425052
1803,3287802,0.6530341219538716
1804,637,0.2809920580235953
1805,483966,0.5696534938334672
1806,48830895,0.7704546064855274
1807,1,0.0
1808,656,0.2822711302987997
1809,609,0.27903581927570464
1810,738068,0.5880194324276551
1811,2462042,0.6404472057531829
1812,11709,0.40769076609213184
1813,52545,0.47302634695567475
1814,17613592,0.7260786318628843
1815,1350,0.3136787414232176
1816,23870265,0.7393067783603311
1817,2826499,0.6464549039136213
1818,9437,0.39830286627401384
1819,54,0.17359653456122232
1820,417944,0.5632706860656441
1821,6535964,0.6829360419614077
1822,682527,0.584614773659771
1823,3465448,0.6553242067096731
1824,108,0.2037615959105469
1825,37055,0.4578266170607554
1826,10215855,0.702372537591557
1827,57833,0.4771993650376089
1828,4165,0.3627077377067906
1829,8,0.09049518404797373
1830,278025,0.545530763292998
1831,24445,0.43972369439592396
1832,53,0.17278307191595005
1833,141456,0.5161240140464851
1834,21642239,0.7350424998381246
1835,33258175,0.7537405919522353
1836,455074,0.5669746995797178
1837,1748,0.3249226406710892
1838,181,0.2262333112943445
1839,849974,0.594162998732393
1840,65653150,0.7833371995891603
1841,17288368,0.7252675697991843
1842,568458,0.5766562544037056
1843,1376446,0.6151415137426542
1844,1005989,0.6014968465097406
1845,51399,0.47206669989497646
1846,11,0.10435396700998731
1847,269233,0.5441323302529782
1848,3,0.04781049107063258
1849,1,0.0
1850,239324,0.5390075828109224
1851,496758,0.5707888314457237
1852,5258,0.37284916033489346
1853,652956,0.5826872159608355
1854,33892929,0.7545633534731153
1855,24534243,0.7405007771015254
1856,83514,0.49319062194396035
1857,2401,0.3387361338127838
1858,3851735,0.6599233703998423
1859,550652,0.5752712887856408
1860,171082,0.5243993342834825
1861,740451,0.5881597158188935
1862,723,0.2865032833484256
1863,163497,0.5224258209219061
1864,2440735,0.6400689446824825
1865,5946,0.37820060273529077
1866,746741,0.5885278405051566
1867,68,0.18362869006805022
1868,142233,0.5163624042233795
1869,369093,0.5578613282011184
1870,1609,0.3213166833323255
1871,962277,0.5995635563085762
1872,1234891,0.6104187418233652
1873,43,0.16368360922326647
1874,1082953,0.6047050848361162
1875,122728,0.5099435266437108
1876,4161543,0.6632900957694066
1877,83967,0.49342604146039754
1878,41418,0.4626708141586035
1879,1494318,0.6187172554738144
1880,3469,0.35475029542597863
1881,311847,0.5505268143019709
1882,4586697,0.667523371826831
1883,5469762,0.6751859747556971
1884,44884068,0.7667868130757386
1885,2325689,0.6379677225961364
1886,3995193,0.6615147809907348
1887,95862,0.49919168861103536
1888,4,0.06033012269864916
1889,4654,0.36753881451474746
1890,849012,0.5941137160808785
1891,506,0.2709725522812424
1892,373402,0.558366450549757
1893,260,0.2419952172468502
1894,35463041,0.7565340953207204
1895,172494,0.5247570376850711
1896,10884,0.4045110969319074
1897,3560342,0.6564998586024753
1898,3481364,0.6555236217414722
1899,2172,0.33437392506362623
1900,2,0.03016506134932458
1901,12483,0.41047641375194643
1902,59506,0.47844042206200343
1903,5257,0.37284088282951106
1904,1314176,0.6131268040282187
1905,40,0.16053628747897136
1906,4142,0.3624667507802671
1907,1407181,0.6161025694763941
1908,3488504,0.6556127843073712
1909,6378299,0.6818733778966743
1910,283940,0.5464469210593192
1911,30,0.1480166558509548
1912,2679766,0.6441349344427524
